run_id,fleet_size,n_waypoints,seed,status,total_cost,makespan,shortest_route,route_balance_ratio,route_cost_std,mean_route_cost,total_traj_steps,residual_collisions,fail_count_total,t_dist_matrix,t_vrp_solve,t_trajectory,t_total
142,6,75,123,success,587.9040222167969,111.37503051757812,83.15987396240234,1.3392881110898776,8.306023232210938,97.98400370279948,4100,26,0,49.61686092399759,121.72267873201054,632.2712398190051,803.6340265060135
143,6,75,7,success,756.7664489746094,153.15176391601562,105.38580322265625,1.4532485328449862,19.05662698410973,126.12774149576823,5400,40,0,50.281963735003956,121.77701963001164,937.8624025369936,1109.945760845003
144,6,75,2024,success,733.8614883422852,163.9133758544922,91.72601318359375,1.786988992167491,26.378396424358602,122.31024805704753,5725,109,0,49.687030505010625,122.11111484499997,779.3543298950244,951.1770035180089
145,6,75,314,success,656.1457748413086,137.2289581298828,87.78036499023438,1.5633217991876616,17.12276260292612,109.3576291402181,4738,24,0,50.9638230339915,121.68539690700709,669.2618296559958,841.9355986400042
146,6,100,42,success,694.0862274169922,130.92156982421875,82.21185302734375,1.5924901945790482,15.780690241687497,115.68103790283203,5013,115,0,64.99425627299934,122.91985732500325,687.1807724910032,875.1192935900181
147,6,100,123,success,671.7821426391602,129.6073455810547,97.39157104492188,1.330786064856406,10.637305362875278,111.96369043986003,4950,117,0,63.60301909799455,123.12532231200021,667.4771717969852,854.2307037670107
148,6,100,7,success,775.703369140625,151.50985717773438,107.25362396240234,1.412631588382002,16.301925367215066,129.28389485677084,5788,71,0,63.54339475298184,122.78904135499033,879.6034849800053,1065.9602363570011
149,6,100,2024,success,762.2444763183594,164.70831298828125,95.99223327636719,1.7158504117106692,24.55512089372037,127.04074605305989,5713,106,0,63.892351401009364,122.8336486670014,817.051776990993,1003.8024737130036
150,6,100,314,success,853.74853515625,178.04702758789062,106.43385314941406,1.672842073451428,28.778911800500772,142.29142252604166,6188,108,0,63.81248866498936,123.10405303997686,925.6950789339899,1112.6365546550078
151,8,10,42,success,211.7877368927002,61.961395263671875,31.74469566345215,1.9518660982158473,27.866659038176582,26.473467111587524,1988,12,0,16.115545564010972,41.40413379800157,234.2019671619928,291.74524368697894
152,8,10,123,success,243.07365894317627,64.06224822998047,9.43237018585205,6.791744489213297,28.41457486083953,30.384207367897034,1988,0,0,16.377184545010095,95.12894056900404,279.1365657040151,390.66584946698276
153,8,10,7,success,262.800724029541,59.60491180419922,45.01258850097656,1.3241831627369325,25.89531789157167,32.85009050369263,1925,0,0,16.23030589299742,120.10131401199033,290.55081005897955,426.904113149998
154,8,10,2024,success,174.96001434326172,56.63210678100586,27.961627960205078,2.0253508437207066,23.530390501477182,21.870001792907715,1813,0,0,16.29314241799875,120.08461855398491,158.0769576440216,294.4766155630059
155,8,10,314,success,206.5624542236328,56.09968185424805,41.93987274169922,1.3376216518289592,26.143127078412377,25.8203067779541,1800,0,0,16.2018925830198,120.08677876400179,222.46828648701194,358.7796018490044
156,8,25,42,success,369.84935998916626,80.07759094238281,7.872572422027588,10.171718550130374,34.52564287876245,46.23116999864578,2625,106,0,24.23047567802132,120.32043669000268,371.09748276500613,515.6716852329846
157,8,25,123,success,377.90282440185547,74.90286254882812,38.311058044433594,1.9551238303561063,29.211875146780162,47.237853050231934,2463,110,0,23.925454323994927,120.26805802300805,374.5556988049939,518.772857576987
158,8,25,7,success,386.4157066345215,69.39494323730469,57.246116638183594,1.212220973448839,28.134714143646953,48.301963329315186,2463,39,0,24.47107960001449,120.3149434379884,405.960913168994,550.7703865900112
159,8,25,2024,success,391.06998443603516,79.63006591796875,43.18031311035156,1.8441289602154167,30.318675386200113,48.883748054504395,2638,27,0,24.317408612987492,120.28142854000907,451.49402384701534,596.1160561509896
160,8,25,314,success,393.73707580566406,69.47174835205078,55.69746398925781,1.2473054135005064,28.73057139888676,49.21713447570801,2363,109,0,23.849575105996337,120.26452928999788,444.95924252897385,589.0965611239953
161,8,50,42,success,595.8966813087463,105.4093246459961,7.872572422027588,13.389438546295118,41.304936719169596,74.48708516359329,3675,59,0,37.0448037829774,120.93380308701308,639.6445973259979,797.6457778289914
162,8,50,123,success,614.1346054077148,109.66244506835938,70.46501159667969,1.5562680340710633,31.480583493389947,76.76682567596436,3525,24,0,36.942339020984946,120.97692361701047,646.489015551022,804.4317680110107
163,8,50,7,success,564.0202789306641,114.95405578613281,6.508247375488281,17.66282827832868,41.500587118775975,70.50253486633301,3800,0,0,37.98023261499475,120.96197525400203,540.9877169989923,699.9541871369875
164,8,50,2024,success,566.1227416992188,106.04293060302734,74.35332489013672,1.4262029406178496,41.7175043155242,70.76534271240234,3600,78,0,37.34507680099341,120.97350693499902,563.9836122090055,722.3268032679916
165,8,50,314,success,613.9501075744629,112.25968933105469,55.51836395263672,2.0220280523184107,36.09648285425435,76.74376344680786,4013,137,0,38.017718890012475,120.93239909500699,588.0888189170219,747.0643725919945
166,8,75,42,success,854.8276901245117,144.08270263671875,72.47270202636719,1.9880961880557213,25.02325252712865,106.85346126556396,4863,301,0,50.91613361198688,122.23301083900151,981.466042377986,1154.6392484869866
167,8,75,123,success,711.5094833374023,132.25094604492188,71.25346374511719,1.8560633980966952,17.734811570412262,88.9386854171753,4525,0,0,51.43519193402608,122.22159349100548,751.4377524300071,925.1198106270167
168,8,75,7,success,980.5077285766602,148.26504516601562,88.04946899414062,1.6838834675525656,18.766383190995754,122.56346607208252,4913,66,0,50.39115613300237,122.2208886440203,1260.64137664999,1433.2785395160026
169,8,75,2024,success,923.13037109375,177.767333984375,80.04524230957031,2.220835728085752,29.880122924679096,115.39129638671875,5775,142,0,51.23115962999873,122.81682643701788,1095.4092080350092,1269.4813648620038
170,8,75,314,success,796.3542861938477,150.19862365722656,71.5556640625,2.0990459053812454,28.44844267298954,99.54428577423096,5338,148,0,50.83928802300943,122.25517379998928,985.8643537250173,1158.9833277300058
171,8,100,42,success,967.6245193481445,149.07513427734375,92.95269775390625,1.6037741548074542,21.71349125439307,120.95306491851807,5438,167,0,65.98511629999848,123.79440681799315,1200.3737050440104,1390.1805303220171
172,8,100,123,success,818.3253479003906,139.8701171875,79.51766967773438,1.7589815918192686,18.484514846758966,102.29066848754883,4850,146,0,65.69942291098414,123.8130171749799,823.9858493079955,1013.5244822610111
173,8,100,7,success,977.1735610961914,144.42245483398438,96.09168243408203,1.5029652013123695,18.136207164305805,122.14669513702393,5100,47,0,66.0010244709847,123.83181149300071,1400.554456982005,1590.4129730300047
174,8,100,2024,success,905.2970809936523,158.4087371826172,77.41345977783203,2.046268667454375,28.22227862217495,113.16213512420654,5500,161,0,65.95091701499769,123.67602091500885,1028.1643939600035,1217.8158399520034
175,8,100,314,success,962.7206192016602,160.10992431640625,83.85768127441406,1.9093054074851652,28.079630346750807,120.34007740020752,5525,79,0,65.99807093298296,123.91048636904452,1090.7442771340138,1280.6789218830527
176,10,10,42,success,232.27969646453857,60.36138916015625,12.448086738586426,4.849049530884836,24.082604753779645,23.227969646453857,1825,0,0,17.54017873603152,14.398137935029808,286.2111376609537,318.1715391720063
177,10,10,123,success,267.9233055114746,62.862247467041016,30.80622100830078,2.0405699046988817,23.66184375457677,26.79233055114746,1800,38,0,17.426578949962277,16.104865822999272,291.9733000010019,325.5288469810039
178,10,10,7,success,270.9785041809082,58.4049072265625,21.06623077392578,2.7724422016135777,24.494300169712993,27.09785041809082,1875,12,0,17.349830850958824,24.662462805979885,286.72495781298494,328.7592716779909
179,10,10,2024,success,224.43001174926758,51.57087707519531,32.163143157958984,1.6034153385420526,22.929280953647158,22.443001174926756,1475,0,0,17.617170396028087,120.0927998610423,219.04319960199064,356.7757896440453
180,10,10,314,success,219.27488708496094,54.49967956542969,33.695579528808594,1.6174133321800945,22.798976800775478,21.927488708496092,1600,0,0,17.318710035004187,118.49525452998932,266.2102874380071,402.0468044659938
181,10,25,42,success,427.9939155578613,70.16477966308594,35.60071563720703,1.970881158067376,29.522450331896824,42.79939155578613,2325,104,0,25.399442435009405,120.47274809400551,464.76064279297134,610.6561195339891
182,10,25,123,success,376.9914219379425,71.81410217285156,1.6585056781768799,43.300486165228904,27.494991992717473,37.69914219379425,2388,26,0,25.17845067899907,120.32899520196952,368.02498441399075,513.5570389479981
183,10,25,7,success,400.3758773803711,71.07918548583984,37.38581466674805,1.9012340942528556,27.4602750843345,40.03758773803711,2438,73,0,25.31730246602092,120.34218246699311,479.09216971497517,624.7760536689893
184,10,25,2024,success,424.38257789611816,68.28071594238281,22.631776809692383,3.017028513339731,25.311436646684378,42.43825778961182,2275,0,0,25.875966773950495,120.38801130198408,462.94814365002094,609.2360083019594
185,10,25,314,success,425.7608222961426,66.93972778320312,7.531078338623047,8.88846520688857,26.676457652003364,42.57608222961426,2175,94,0,25.39154907001648,120.34418311499758,491.88726896600565,637.6464566939976
186,10,50,42,success,659.7870121002197,95.38253784179688,20.867891311645508,4.570779884624367,29.61150086319002,65.97870121002197,3025,116,0,39.046649108000565,121.24374164902838,704.7257749419659,865.0410121440073
187,10,50,123,success,676.1243324279785,103.24642944335938,54.67970657348633,1.888203794667446,27.155538762464086,67.61243324279785,3250,248,0,39.539215120021254,121.26159310701769,814.7427977820043,975.5687214370118
188,10,50,7,success,695.8820495605469,95.98851013183594,25.5284423828125,3.7600613736019395,23.87228895783578,69.58820495605468,3225,41,0,38.824713872978464,121.2148607840063,803.4339360860176,963.4991154769668
189,10,50,2024,success,666.9645500183105,94.62313842773438,60.23196792602539,1.5709786959633614,24.128430828246056,66.69645500183105,2963,38,0,39.157728732039686,121.35167205100879,821.0443244370399,981.5785412060213
190,10,50,314,success,746.2926330566406,92.83531188964844,44.462493896484375,2.087946575956435,16.94702144766709,74.62926330566407,3063,111,0,39.01778510399163,121.13753061002353,886.9814264340093,1047.1608985280036
191,10,75,42,success,1043.199203491211,155.40208435058594,67.01451873779297,2.318931587923896,25.02416679739215,104.31992034912109,5100,325,0,53.270605792989954,122.59921816299902,1470.702089481987,1646.599550191022
192,10,75,123,success,891.9129791259766,135.42269897460938,61.31578826904297,2.208610584608294,21.472971255367916,89.19129791259766,4588,214,0,53.80994918802753,122.79912238899851,1089.0084781549522,1265.6434649990406
193,10,75,7,success,898.6051177978516,136.7232666015625,59.09681701660156,2.3135470487886685,22.43650750148755,89.86051177978516,4525,120,0,53.46621921699261,122.730422617984,1193.829079594987,1370.053853438003
194,10,75,2024,success,880.0633544921875,104.67019653320312,70.39961242675781,1.4868007496788376,10.702822168671544,88.00633544921875,3463,86,0,53.42228989000432,122.72746374795679,994.3380610609893,1170.5145599539974
195,10,75,314,success,963.5317459106445,134.07127380371094,68.16453552246094,1.9668772445391787,23.617395225737464,96.35317459106446,4225,143,0,53.00416758499341,122.64622830902226,1283.7293699529837,1459.406697723025
196,10,100,42,success,1131.0316925048828,158.01568603515625,86.18959045410156,1.833350004363974,21.791492426380426,113.10316925048828,5238,291,0,67.01206385000842,124.62731707800413,1490.5526799100335,1682.218502799049
197,10,100,123,success,1044.616340637207,137.23507690429688,68.84593963623047,1.9933648611584398,22.943765526875286,104.46163406372071,4638,233,0,67.42671292298473,124.90764171798946,1182.5660916559864,1374.9267473259824
198,10,100,7,success,1153.1822814941406,147.46286010742188,79.98416137695312,1.8436507624609821,22.446999478351614,115.31822814941407,4988,256,0,66.890451766958,124.75836377002997,1468.7144244780065,1660.3888761780108
199,10,100,2024,success,1048.094467163086,135.43994140625,72.80833435058594,1.8602257916529308,20.392078501116334,104.8094467163086,4563,223,0,68.28800534101902,124.75215616205242,1227.3365450780257,1420.404173632036
200,10,100,314,success,1036.4236450195312,144.26907348632812,71.37158966064453,2.0213795737532867,23.874074811908578,103.64236450195312,5013,116,0,68.17205365101108,125.03805521299364,1329.1686025939998,1522.4056780329556
